Sl. No.,Image Filename,Anomaly,Anomaly,Classification of Image,Image Classification Level 2,Image Classification Level 1,,Tr/Te,,,,,
61,Cluster-Safe-\\0\\image-431.jpg,1,Anomaly,Risk,F10 Special Construction,F SPECIAL CONSTRUCTION & DEMOLITION,6,Train,,,,,
242,Cluster-Safe-\\0\\image-1946.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
351,Cluster-Safe-\\2\\image-733.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
375,Cluster-Safe-\\2\\image-887.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
382,Cluster-Safe-\\2\\image-946.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
593,Cluster-Safe-\\3\\image-751.jpg,1,Anomaly,Risk,D30 HVAC,D SERVICES,6,Train,,,,,
622,Cluster-Safe-\\3\\image-972.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
724,Cluster-Safe-\\3\\image-1905.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1061,Cluster-Safe-\\8\\image-717.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1143,Cluster-Safe-\\8\\image-1547.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1221,Cluster-Safe-\\9\\image-552.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1352,Cluster-Safe-\\13\\image-140.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1476,Cluster-Safe-\\13\\image-1619.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1502,Cluster-Safe-\\13\\image-1897.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1529,Cluster-Safe-\\14\\image-311.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
1591,Cluster-Safe-\\14\\image-1244.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1595,Cluster-Safe-\\14\\image-1281.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1647,Cluster-Safe-\\14\\image-1842.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
86,Cluster-Safe-\\0\\image-633.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
489,Cluster-Safe-\\2\\image-1733.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
567,Cluster-Safe-\\3\\image-483.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
689,Cluster-Safe-\\3\\image-1587.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
717,Cluster-Safe-\\3\\image-1827.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
866,Cluster-Safe-\\6\\image-1126.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
887,Cluster-Safe-\\6\\image-1261.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
988,Cluster-Safe-\\8\\image-89.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1413,Cluster-Safe-\\13\\image-884.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1418,Cluster-Safe-\\13\\image-968.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1700,Cluster-Safe-\\17\\image-433.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1809,Cluster-Safe-\\17\\image-1612.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
154,Cluster-Safe-\\0\\image-1288.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
367,Cluster-Safe-\\2\\image-856.jpg,1,Anomaly,Risk,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
695,Cluster-Safe-\\3\\image-1638.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
720,Cluster-Safe-\\3\\image-1860.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
791,Cluster-Safe-\\6\\image-441.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
875,Cluster-Safe-\\6\\image-1189.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
943,Cluster-Safe-\\6\\image-1631.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1254,Cluster-Safe-\\9\\image-912.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1458,Cluster-Safe-\\13\\image-1455.jpg,0,Normal,No Issue,,#N/A,6,Train,,,,,
1540,Cluster-Safe-\\14\\image-445.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
1727,Cluster-Safe-\\17\\image-750.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1729,Cluster-Safe-\\17\\image-797.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
16,Cluster-Safe-\\0\\image-92.jpg,0,Normal,Potential Risk,EQUIPMENT,E EQUIPMENT & FURNISHINGS,6,Train,,,,,
202,Cluster-Safe-\\0\\image-1665.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
291,Cluster-Safe-\\2\\image-312.jpg,1,Anomaly,Risk,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
1000,Cluster-Safe-\\8\\image-210.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1007,Cluster-Safe-\\8\\image-269.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1087,Cluster-Safe-\\8\\image-951.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1268,Cluster-Safe-\\9\\image-1172.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
1498,Cluster-Safe-\\13\\image-1869.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
1631,Cluster-Safe-\\14\\image-1652.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1722,Cluster-Safe-\\17\\image-731.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
17,Cluster-Safe-\\0\\image-98.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
19,Cluster-Safe-\\0\\image-106.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
203,Cluster-Safe-\\0\\image-1678.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
238,Cluster-Safe-\\0\\image-1904.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
459,Cluster-Safe-\\2\\image-1498.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
474,Cluster-Safe-\\2\\image-1640.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
681,Cluster-Safe-\\3\\image-1516.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
765,Cluster-Safe-\\6\\image-222.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
785,Cluster-Safe-\\6\\image-394.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
839,Cluster-Safe-\\6\\image-840.jpg,1,Anomaly,Risk,A10 Foundations,A SUBSTRUCTURE,6,Train,,,,,
857,Cluster-Safe-\\6\\image-1022.jpg,1,Anomaly,Risk,A10 Foundations,A SUBSTRUCTURE,6,Train,,,,,
1033,Cluster-Safe-\\8\\image-500.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1320,Cluster-Safe-\\9\\image-1752.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
39,Cluster-Safe-\\0\\image-292.jpg,0,Normal,Potential Issue,G20 Site Improvements,G BUILDING SITEWORK,6,Train,,,,,
157,Cluster-Safe-\\0\\image-1328.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
214,Cluster-Safe-\\0\\image-1748.jpg,1,Anomaly,Risk,D30 HVAC,D SERVICES,6,Train,,,,,
456,Cluster-Safe-\\2\\image-1474.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
490,Cluster-Safe-\\2\\image-1734.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
566,Cluster-Safe-\\3\\image-460.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
621,Cluster-Safe-\\3\\image-959.jpg,1,Anomaly,Risk,F10 Special Construction,F SPECIAL CONSTRUCTION & DEMOLITION,6,Train,,,,,
803,Cluster-Safe-\\6\\image-521.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
923,Cluster-Safe-\\6\\image-1453.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1028,Cluster-Safe-\\8\\image-428.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1150,Cluster-Safe-\\8\\image-1657.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1318,Cluster-Safe-\\9\\image-1722.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1602,Cluster-Safe-\\14\\image-1375.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1645,Cluster-Safe-\\14\\image-1802.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
1681,Cluster-Safe-\\17\\image-189.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
